	120.000000	33.084000	4.600000
	120.020000	33.240000	6.200000
	120.040000	33.420000	7.600000
	120.060000	33.636000	9.200000
	120.080000	33.876000	10.600000
	120.100000	34.140000	12.000000
	120.120000	34.428000	13.200000
	120.140000	34.752000	14.600000
	120.160000	35.100000	16.000000
	120.180000	35.484000	17.600000
	120.200000	35.892000	19.000000
	120.220000	36.336000	20.600000
	120.240000	36.804000	22.000000
	120.260000	37.308000	23.600000
	120.280000	37.848000	25.200000
	120.300000	38.412000	26.800000
	120.320000	39.000000	28.200000
	120.340000	39.612000	29.400000
	120.360000	40.272000	31.000000
	120.380000	40.956000	32.600000
	120.400000	41.664000	34.200000
	120.420000	42.372000	35.000000
	120.440000	43.116000	36.000000
	120.460000	43.896000	37.200000
	120.480000	44.688000	38.600000
	120.500000	45.492000	39.600000
	120.520000	46.308000	40.200000
	120.540000	47.160000	41.200000
	120.560000	48.024000	42.200000
	120.580000	48.900000	43.200000
	120.600000	49.788000	43.800000
	120.620000	50.688000	44.400000
	120.640000	51.588000	44.800000
	120.660000	52.488000	45.000000
	120.680000	53.400000	45.200000
	120.700000	54.312000	45.400000
	120.720000	55.224000	45.600000
	120.740000	56.136000	45.600000
	120.760000	57.024000	45.200000
	120.780000	57.900000	44.600000
	120.800000	58.752000	43.600000
	120.820000	59.592000	42.800000
	120.840000	60.432000	42.200000
	120.860000	61.236000	41.400000
	120.880000	62.028000	40.600000
	120.900000	62.772000	39.000000
	120.920000	63.492000	37.600000
	120.940000	64.176000	35.800000
	120.960000	64.812000	34.000000
	120.980000	65.412000	32.000000
	121.000000	65.964000	29.800000
	121.020000	66.480000	27.800000
	121.040000	66.948000	25.600000
	121.060000	67.368000	23.400000
	121.080000	67.728000	20.800000
	121.100000	68.028000	18.000000
	121.120000	68.268000	15.000000
	121.140000	68.448000	12.000000
	121.160000	68.568000	9.000000
	121.180000	68.628000	6.000000
	121.200000	68.628000	3.000000
	121.220000	68.556000	-0.200000
	121.240000	68.424000	-3.400000
	121.260000	68.244000	-6.400000
	121.280000	68.004000	-9.200000
	121.300000	67.704000	-12.000000
	121.320000	67.344000	-15.000000
	121.340000	66.936000	-17.800000
	121.360000	66.468000	-20.600000
	121.380000	65.952000	-23.200000
	121.400000	65.388000	-25.800000
	121.420000	64.752000	-28.600000
	121.440000	64.044000	-31.800000
	121.460000	63.300000	-34.800000
	121.480000	62.520000	-37.200000
	121.500000	61.692000	-39.200000
	121.520000	60.804000	-41.600000
	121.540000	59.868000	-44.200000
	121.560000	58.884000	-46.800000
	121.580000	57.828000	-49.600000
	121.600000	56.748000	-52.000000
	121.620000	55.644000	-54.000000
	121.640000	54.504000	-55.400000
	121.660000	53.304000	-57.400000
	121.680000	52.044000	-60.000000
	121.700000	50.796000	-61.800000
	121.720000	49.512000	-63.200000
	121.740000	48.204000	-64.000000
	121.760000	46.812000	-66.400000
	121.780000	45.420000	-68.200000
	121.800000	43.992000	-70.200000
	121.820000	42.540000	-71.200000
	121.840000	41.040000	-73.000000
	121.860000	39.540000	-74.200000
	121.880000	38.040000	-75.000000
	121.900000	36.516000	-75.400000
	121.920000	34.968000	-76.200000
	121.940000	33.384000	-77.600000
	121.960000	31.788000	-78.800000
	121.980000	30.168000	-80.000000
	122.000000	28.536000	-80.800000
	122.020000	26.856000	-82.200000
	122.040000	25.188000	-83.000000
	122.060000	23.508000	-83.800000
	122.080000	21.852000	-83.400000
	122.100000	20.124000	-84.400000
	122.120000	18.396000	-85.200000
	122.140000	16.632000	-87.000000
	122.160000	14.904000	-87.000000
	122.180000	13.140000	-87.600000
	122.200000	11.388000	-87.400000
	122.220000	9.600000	-88.400000
	122.240000	7.800000	-89.000000
	122.260000	5.976000	-90.200000
	122.280000	4.164000	-90.600000
	122.300000	2.376000	-90.400000
	122.320000	0.576000	-90.000000
	122.340000	-1.248000	-90.200000
	122.360000	-3.108000	-91.400000
	122.380000	-4.944000	-92.000000
	122.400000	-6.756000	-91.800000
	122.420000	-8.592000	-91.400000
	122.440000	-10.428000	-91.400000
	122.460000	-12.276000	-92.000000
	122.480000	-14.088000	-91.600000
	122.500000	-15.888000	-91.000000
	122.520000	-17.736000	-91.000000
	122.540000	-19.548000	-91.000000
	122.560000	-21.372000	-91.400000
	122.580000	-23.124000	-89.800000
	122.600000	-24.900000	-89.200000
	122.620000	-26.652000	-88.000000
	122.640000	-28.380000	-87.600000
	122.660000	-30.060000	-86.000000
	122.680000	-31.716000	-84.400000
	122.700000	-33.348000	-82.800000
	122.720000	-34.968000	-81.800000
	122.740000	-36.564000	-80.800000
	122.760000	-38.124000	-79.600000
	122.780000	-39.636000	-77.800000
	122.800000	-41.100000	-75.600000
	122.820000	-42.552000	-73.800000
	122.840000	-43.956000	-72.000000
	122.860000	-45.300000	-70.000000
	122.880000	-46.560000	-66.800000
	122.900000	-47.784000	-63.800000
	122.920000	-48.936000	-60.600000
	122.940000	-50.040000	-58.000000
	122.960000	-51.072000	-54.800000
	122.980000	-52.044000	-51.800000
	123.000000	-52.956000	-48.600000
	123.020000	-53.784000	-45.200000
	123.040000	-54.564000	-42.000000
	123.060000	-55.260000	-38.400000
	123.080000	-55.896000	-35.200000
	123.100000	-56.448000	-31.400000
	123.120000	-56.916000	-27.600000
	123.140000	-57.300000	-23.400000
	123.160000	-57.612000	-19.400000
	123.180000	-57.852000	-15.600000
	123.200000	-58.008000	-11.800000
	123.220000	-58.092000	-8.000000
	123.240000	-58.104000	-4.200000
	123.260000	-58.044000	-0.600000
	123.280000	-57.900000	3.200000
	123.300000	-57.684000	7.000000
	123.320000	-57.408000	10.600000
	123.340000	-57.072000	13.800000
	123.360000	-56.688000	16.600000
	123.380000	-56.232000	19.600000
	123.400000	-55.728000	22.400000
	123.420000	-55.164000	25.400000
	123.440000	-54.564000	27.800000
	123.460000	-53.904000	30.400000
	123.480000	-53.196000	32.800000
	123.500000	-52.440000	35.400000
	123.520000	-51.648000	37.600000
	123.540000	-50.832000	39.400000
	123.560000	-49.980000	41.000000
	123.580000	-49.116000	42.200000
	123.600000	-48.228000	43.400000
	123.620000	-47.316000	44.400000
	123.640000	-46.380000	45.600000
	123.660000	-45.420000	46.800000
	123.680000	-44.436000	48.000000
	123.700000	-43.440000	49.000000
	123.720000	-42.432000	49.800000
	123.740000	-41.448000	49.800000
	123.760000	-40.476000	49.400000
	123.780000	-39.504000	48.800000
	123.800000	-38.544000	48.400000
	123.820000	-37.572000	48.400000
	123.840000	-36.624000	48.000000
	123.860000	-35.676000	47.800000
	123.880000	-34.752000	47.000000
	123.900000	-33.840000	46.400000
	123.920000	-32.964000	45.200000
	123.940000	-32.112000	44.000000
	123.960000	-31.296000	42.400000
	123.980000	-30.492000	41.200000
	124.000000	-29.724000	39.800000
	124.020000	-28.968000	38.800000
	124.040000	-28.248000	37.400000
	124.060000	-27.552000	36.200000
	124.080000	-26.916000	34.200000
	124.100000	-26.316000	32.200000
	124.120000	-25.764000	29.800000
	124.140000	-25.236000	28.000000
	124.160000	-24.756000	26.000000
	124.180000	-24.312000	24.200000
	124.200000	-23.916000	22.000000
	124.220000	-23.568000	19.800000
	124.240000	-23.268000	17.400000
	124.260000	-23.016000	15.000000
	124.280000	-22.800000	12.800000
	124.300000	-22.632000	10.600000
	124.320000	-22.524000	8.200000
	124.340000	-22.464000	5.600000
	124.360000	-22.452000	3.000000
	124.380000	-22.476000	0.800000
	124.400000	-22.560000	-1.600000
	124.420000	-22.692000	-4.000000
	124.440000	-22.872000	-6.600000
